productid,category,brand,season,size,color,originalprice,markdownpercentage,currentprice,purchasedate,stockquantity,customerrating,isreturned,returnreason,customer_city,shipping_km,base_env_impact_kg,total_env_impact_kg,customer_height_cm,customer_weight_kg,garment_length_cm,garment_width_cm,seasonal_weather_impact,campaign_type
FB001348,Dresses,Mango,Fall,XS,Blue,155.32,0,155.32,8/6/2025,19,4.1,FALSE,,LA,1200,4.5,8.1,150,56,98,98,coldsnap,discount email
FB001349,Bottoms,Forever21,Spring,XL,Black,29.65,41,17.49,8/26/2024,21,4.5,TRUE,Quality Issue,Atlanta,900,3.8,13,176,71,104,41,rain,sustainability promo
FB001350,Outerwear,Mango,Winter,XXL,Brown,237.53,23.2,182.42,8/6/2025,23,2.2,FALSE,,Seattle,1150,7,10.45,174,83,67,121,cold,none
FB001351,Outerwear,Ann Taylor,Summer,M,Pink,81.67,0,81.67,8/6/2025,34,3.1,TRUE,Damaged,Chicago,800,7,18.8,159,68,72,112,heatwave,sustainability promo
FB001352,Bottoms,Banana Republic,Spring,M,Beige,37.07,0,37.07,5/1/2025,13,,FALSE,,LA,1200,3.8,7.4,159,59,108,42,rain,sustainability promo
FB001353,Tops,Uniqlo,Fall,XXL,Purple,80.97,0,80.97,8/6/2025,13,,FALSE,,Chicago,800,2.5,4.9,181,90,65,100,coldsnap,discount email
FB001354,Accessories,Zara,Spring,,Gray,77.68,29.9,54.45,7/24/2025,33,4,TRUE,Damaged,Seattle,1150,1.2,9.3,173,72,33,9,rain,new collection
FB001355,Tops,Banana Republic,Summer,XXL,Green,117.58,1,116.4,8/6/2025,27,3.3,FALSE,,Atlanta,900,2.5,5.2,183,90,63,96,heatwave,new collection
FB001356,Outerwear,Mango,Fall,XL,Blue,130.09,28.3,93.27,8/6/2025,41,2.3,FALSE,,Seattle,1150,7,10.45,178,78,69,119,coldsnap,sustainability promo
FB001357,Tops,Uniqlo,Fall,XS,Purple,63.69,0,63.69,8/6/2025,11,3,FALSE,,Chicago,800,2.5,4.9,150,46,70,97,coldsnap,sustainability promo
FB001358,Outerwear,Banana Republic,Spring,XL,Red,135.02,0,135.02,7/30/2025,25,3.4,TRUE,Changed Mind,LA,1200,7,21.2,169,80,68,113,rain,discount email
FB001359,Accessories,H&M,Winter,,Beige,45.37,0,45.37,8/6/2025,19,1.1,FALSE,,Dallas,1100,1.2,4.5,164,77,34,16,cold,sustainability promo
FB001360,Bottoms,Zara,Winter,XL,Brown,51.17,8,47.08,8/6/2025,7,,FALSE,,Chicago,800,3.8,6.199999999999999,179,71,109,34,cold,discount email
FB001361,Dresses,Forever21,Summer,XXL,Brown,49.34,5.5,46.63,8/6/2025,10,4.3,FALSE,,Chicago,800,4.5,6.9,184,88,100,93,heatwave,new collection
FB001362,Shoes,Uniqlo,Spring,S,Green,119.78,0,119.78,6/10/2025,40,,FALSE,,LA,1200,5.5,9.1,164,53,31,12,rain,new collection
FB001363,Tops,Banana Republic,Spring,S,Gray,77.3,35.1,50.17,7/26/2025,16,,FALSE,,Dallas,1100,2.5,5.800000000000001,160,48,70,93,rain,none
FB001364,Tops,Gap,Fall,XS,Red,72.69,0,72.69,8/6/2025,6,,FALSE,,Seattle,1150,2.5,5.95,158,53,67,104,coldsnap,new collection
FB001365,Shoes,Gap,Fall,XL,Brown,117.57,0,117.57,8/6/2025,30,4.8,FALSE,,Atlanta,900,5.5,8.2,180,73,27,16,coldsnap,sustainability promo
FB001366,Outerwear,Forever21,Spring,S,Green,161.25,48.4,83.2,11/11/2024,32,,FALSE,,Atlanta,900,7,9.7,158,57,69,113,rain,new collection
FB001367,Shoes,Ann Taylor,Fall,S,Purple,158.01,0,158.01,8/6/2025,19,2.6,FALSE,,LA,1200,5.5,9.1,160,63,31,13,coldsnap,discount email
FB001368,Tops,Ann Taylor,Summer,L,Blue,60.92,0,60.92,8/6/2025,25,,TRUE,Quality Issue,Dallas,1100,2.5,11.600000000000001,172,69,65,94,heatwave,new collection
FB001369,Shoes,H&M,Summer,XL,Gray,122.03,25.2,91.28,8/6/2025,21,4.7,FALSE,,NY,300,5.5,6.4,179,83,23,11,heatwave,none
FB001370,Shoes,Mango,Spring,S,Brown,109.15,0,109.15,11/11/2024,11,,FALSE,,LA,1200,5.5,9.1,154,49,31,7,rain,new collection
FB001371,Bottoms,Ann Taylor,Fall,M,Beige,60.97,0,60.97,8/6/2025,29,4.5,FALSE,,Dallas,1100,3.8,7.1,163,64,102,47,coldsnap,discount email
FB001372,Accessories,Uniqlo,Summer,,Pink,64.87,35.3,41.97,8/6/2025,12,4.2,TRUE,Size Issue,NY,300,1.2,4.2,170,68,39,7,heatwave,discount email
FB001373,Shoes,Mango,Fall,S,Pink,151.35,0,151.35,8/6/2025,18,,FALSE,,Dallas,1100,5.5,8.8,157,52,32,3,coldsnap,sustainability promo
FB001374,Accessories,Gap,Winter,,Blue,72.9,44,40.82,8/6/2025,25,3,FALSE,,Seattle,1150,1.2,4.65,163,78,29,12,cold,new collection
FB001375,Accessories,Gap,Winter,,Purple,79.48,0,79.48,8/6/2025,2,3.3,FALSE,,Dallas,1100,1.2,4.5,170,69,29,15,cold,discount email
FB001376,Shoes,Mango,Fall,M,Beige,122.77,59.8,49.35,8/6/2025,33,4,FALSE,,Seattle,1150,5.5,8.95,159,73,27,16,coldsnap,none
FB001377,Bottoms,Forever21,Summer,XL,Black,79.61,0,79.61,8/6/2025,29,3.7,FALSE,,LA,1200,3.8,7.4,178,83,104,46,heatwave,sustainability promo
FB001378,Bottoms,Uniqlo,Winter,L,White,60.13,0,60.13,8/6/2025,27,,FALSE,,Dallas,1100,3.8,7.1,172,71,106,43,cold,none
FB001379,Accessories,Gap,Winter,,Gray,72.26,41,42.63,8/6/2025,43,3.5,FALSE,,Chicago,800,1.2,3.5999999999999996,168,73,33,6,cold,new collection
FB001380,Bottoms,Mango,Summer,XL,Green,66.38,17,55.1,8/6/2025,24,4.9,TRUE,Size Issue,Atlanta,900,3.8,13,172,84,108,47,heatwave,new collection
FB001381,Outerwear,Ann Taylor,Spring,XS,Beige,100.27,0,100.27,3/3/2025,37,3.1,FALSE,,NY,300,7,7.9,152,58,75,110,rain,new collection
FB001382,Dresses,Zara,Summer,S,Beige,116.09,52.8,54.79,8/6/2025,22,,FALSE,,Chicago,800,4.5,6.9,156,58,99,95,heatwave,sustainability promo
FB001383,Outerwear,Mango,Fall,S,White,80.71,0.9,79.98,8/6/2025,11,1.1,FALSE,,NY,300,7,7.9,166,57,70,120,coldsnap,discount email
FB001384,Dresses,Banana Republic,Summer,M,Blue,175.11,0,175.11,8/6/2025,39,2.9,FALSE,,NY,300,4.5,5.4,169,68,101,85,heatwave,sustainability promo
FB001385,Dresses,Mango,Fall,XS,Brown,122.35,37,77.08,8/6/2025,25,,FALSE,,Atlanta,900,4.5,7.2,150,49,99,97,coldsnap,none
FB001386,Shoes,Uniqlo,Winter,S,Blue,127.99,0,127.99,8/6/2025,14,2.7,FALSE,,NY,300,5.5,6.4,159,59,30,8,cold,sustainability promo
FB001387,Bottoms,Zara,Summer,S,Brown,101.07,4.6,96.42,8/6/2025,19,4.7,FALSE,,LA,1200,3.8,7.4,156,57,108,45,heatwave,none
FB001388,Bottoms,Forever21,Winter,L,Brown,41.83,44.1,23.38,8/6/2025,6,2.4,FALSE,,Seattle,1150,3.8,7.25,168,70,109,38,cold,sustainability promo
FB001389,Shoes,H&M,Spring,M,Green,147.52,0,147.52,1/8/2025,41,4,FALSE,,Chicago,800,5.5,7.9,167,61,28,4,rain,discount email
FB001390,Tops,Banana Republic,Fall,S,Gray,85.94,0,85.94,8/6/2025,49,1.5,FALSE,,NY,300,2.5,3.4,164,59,69,92,coldsnap,none
FB001391,Dresses,Gap,Winter,XXL,Green,115.61,0,115.61,8/6/2025,35,1.8,FALSE,,Dallas,1100,4.5,7.800000000000001,179,93,103,99,cold,new collection
FB001392,Outerwear,Ann Taylor,Winter,XS,Pink,90.58,0,90.58,8/6/2025,1,1,FALSE,,Atlanta,900,7,9.7,152,50,73,113,cold,new collection
FB001393,Tops,Gap,Spring,S,Red,64.84,0,64.84,10/26/2024,25,3.9,FALSE,,Atlanta,900,2.5,5.2,154,58,69,97,rain,sustainability promo
FB001394,Bottoms,Banana Republic,Summer,XS,Black,37.27,0,37.27,8/6/2025,27,2.8,TRUE,Changed Mind,NY,300,3.8,9.4,153,50,106,45,heatwave,new collection
FB001395,Tops,Gap,Summer,XL,Blue,90.48,55.2,40.54,8/6/2025,26,3,FALSE,,Seattle,1150,2.5,5.95,177,76,61,96,heatwave,none
FB001396,Shoes,Gap,Summer,S,Green,159.62,58.4,66.4,8/6/2025,45,1.1,FALSE,,Dallas,1100,5.5,8.8,159,62,25,11,heatwave,new collection
FB001397,Shoes,Ann Taylor,Summer,L,Gray,81.46,58.8,33.56,8/6/2025,37,4.6,FALSE,,LA,1200,5.5,9.1,164,73,27,17,heatwave,discount email
FB001398,Shoes,Forever21,Winter,XS,White,93.63,0,93.63,8/6/2025,47,4.1,FALSE,,NY,300,5.5,6.4,154,54,32,5,cold,discount email
FB001399,Tops,Ann Taylor,Summer,M,Brown,95.55,0,95.55,8/6/2025,25,4.7,FALSE,,Dallas,1100,2.5,5.800000000000001,162,71,68,102,heatwave,sustainability promo
FB001400,Outerwear,Zara,Winter,M,White,146.45,0,146.45,8/6/2025,45,3.4,FALSE,,Atlanta,900,7,9.7,160,59,74,122,cold,none
FB001401,Shoes,Banana Republic,Spring,M,Blue,96.9,0,96.9,2/3/2025,24,4.3,FALSE,,LA,1200,5.5,9.1,168,70,33,3,rain,discount email
FB001402,Tops,Banana Republic,Fall,XXL,Brown,71.83,0,71.83,8/6/2025,46,4.5,FALSE,,NY,300,2.5,3.4,185,83,63,91,coldsnap,discount email
FB001403,Tops,H&M,Summer,L,Navy,29.17,0,29.17,8/6/2025,17,1.6,FALSE,,Chicago,800,2.5,4.9,164,78,69,100,heatwave,none
FB001404,Tops,H&M,Spring,S,Green,31.3,43.6,17.65,3/6/2025,21,4.4,FALSE,,Atlanta,900,2.5,5.2,156,60,60,101,rain,new collection
FB001405,Accessories,Zara,Fall,,Green,73.57,0,73.57,8/6/2025,22,1.1,FALSE,,Dallas,1100,1.2,4.5,166,62,30,14,coldsnap,new collection
FB001406,Shoes,Mango,Summer,,Pink,75.95,0,75.95,8/6/2025,14,,FALSE,,Atlanta,900,5.5,8.2,162,75,24,3,heatwave,sustainability promo
FB001407,Accessories,H&M,Spring,,Green,79.04,0,79.04,10/3/2024,28,4.7,FALSE,,NY,300,1.2,2.1,169,64,33,11,rain,new collection
FB001408,Tops,Mango,Fall,L,White,26.85,0,26.85,8/6/2025,26,,FALSE,,Chicago,800,2.5,4.9,168,76,62,92,coldsnap,none
FB001409,Dresses,Ann Taylor,Spring,L,Gray,126.21,29.2,89.36,8/15/2024,25,1.1,FALSE,,LA,1200,4.5,8.1,171,78,99,89,rain,discount email
FB001410,Shoes,Mango,Fall,S,Navy,71.46,0,71.46,8/6/2025,2,3.1,FALSE,,Seattle,1150,5.5,8.95,164,55,23,8,coldsnap,new collection
FB001411,Dresses,Mango,Winter,M,Beige,65.07,14.8,55.44,8/6/2025,21,,FALSE,,Dallas,1100,4.5,7.800000000000001,162,59,99,98,cold,sustainability promo
FB001412,Bottoms,Mango,Fall,XL,Pink,28.11,20.9,22.24,8/6/2025,6,2.3,FALSE,,Seattle,1150,3.8,7.25,179,81,109,33,coldsnap,new collection
FB001413,Tops,H&M,Spring,L,Green,29.12,0,29.12,3/25/2025,14,2.7,FALSE,,Atlanta,900,2.5,5.2,170,81,63,101,rain,none
FB001414,Accessories,Forever21,Winter,,Black,57.1,0,57.1,8/6/2025,28,,TRUE,Wrong Item,LA,1200,1.2,9.6,172,71,31,5,cold,sustainability promo
FB001415,Outerwear,Uniqlo,Spring,M,Black,248.05,0,248.05,4/29/2025,17,4.6,FALSE,,Chicago,800,7,9.4,162,74,76,116,rain,new collection
FB001416,Bottoms,Zara,Fall,S,Gray,108.59,40.6,64.5,8/6/2025,9,1.3,FALSE,,NY,300,3.8,4.7,160,55,103,33,coldsnap,sustainability promo
FB001417,Outerwear,Forever21,Summer,XL,Beige,124.13,0,124.13,8/6/2025,33,5,FALSE,,LA,1200,7,10.6,172,75,71,117,heatwave,none
FB001418,Accessories,Zara,Spring,,Brown,62.21,1.8,61.09,11/3/2024,4,2.3,FALSE,,Dallas,1100,1.2,4.5,172,72,29,12,rain,discount email
FB001419,Bottoms,Uniqlo,Fall,M,Gray,48.27,0,48.27,8/6/2025,33,,FALSE,,LA,1200,3.8,7.4,169,64,105,46,coldsnap,none
FB001420,Tops,Zara,Spring,XL,Blue,88.77,0,88.77,5/16/2025,40,4.8,FALSE,,Seattle,1150,2.5,5.95,178,75,61,98,rain,none
FB001421,Dresses,Gap,Fall,M,Navy,94.17,0,94.17,8/6/2025,2,,FALSE,,LA,1200,4.5,8.1,171,65,97,99,coldsnap,none
FB001422,Accessories,Forever21,Fall,,Black,30.44,0,30.44,8/6/2025,42,,FALSE,,Dallas,1100,1.2,4.5,171,66,31,15,coldsnap,none
FB001423,Bottoms,Uniqlo,Fall,XS,Purple,114.29,0,114.29,8/6/2025,9,3.2,FALSE,,Dallas,1100,3.8,7.1,156,61,106,33,coldsnap,discount email
FB001424,Shoes,Uniqlo,Fall,XL,Gray,105.01,25.8,77.92,8/6/2025,17,3.2,FALSE,,Atlanta,900,5.5,8.2,169,86,32,13,coldsnap,discount email
FB001425,Tops,Ann Taylor,Spring,XL,Blue,38.56,0,38.56,5/30/2025,39,1.5,FALSE,,NY,300,2.5,3.4,180,71,61,100,rain,sustainability promo
FB001426,Shoes,Mango,Winter,L,Purple,64.94,0,64.94,8/6/2025,32,4.5,FALSE,,NY,300,5.5,6.4,171,79,26,4,cold,new collection
FB001427,Bottoms,Mango,Winter,S,Green,63.74,56.8,27.54,8/6/2025,15,4,FALSE,,Dallas,1100,3.8,7.1,161,56,103,42,cold,discount email
FB001428,Tops,Zara,Summer,XL,Pink,67.23,11.1,59.77,8/6/2025,39,1.1,TRUE,Wrong Item,Seattle,1150,2.5,11.9,172,82,62,101,heatwave,discount email
FB001429,Accessories,H&M,Spring,,Blue,27.2,40.4,16.21,8/19/2024,20,4.3,FALSE,,Seattle,1150,1.2,4.65,163,68,30,5,rain,new collection
FB001430,Tops,Mango,Spring,XL,Brown,75.84,0,75.84,4/7/2025,8,4.1,FALSE,,Chicago,800,2.5,4.9,180,70,64,91,rain,discount email
FB001431,Dresses,Mango,Winter,M,Navy,68.51,0,68.51,8/6/2025,1,2.6,FALSE,,Dallas,1100,4.5,7.800000000000001,162,69,104,93,cold,none
FB001432,Accessories,Mango,Summer,,Purple,25.49,0,25.49,8/6/2025,35,2.2,TRUE,Size Issue,Atlanta,900,1.2,7.800000000000001,173,63,32,16,heatwave,none
FB001433,Tops,Ann Taylor,Fall,XS,Red,70.88,0,70.88,8/6/2025,5,2.3,FALSE,,LA,1200,2.5,6.1,158,47,68,92,coldsnap,new collection
FB001434,Shoes,H&M,Summer,XS,White,176.64,8.8,161.1,8/6/2025,1,1.7,FALSE,,NY,300,5.5,6.4,158,57,24,16,heatwave,sustainability promo
FB001435,Dresses,Ann Taylor,Winter,L,Red,50.76,0,50.76,8/6/2025,45,4.3,FALSE,,Atlanta,900,4.5,7.2,175,75,98,90,cold,sustainability promo
FB001436,Shoes,Mango,Fall,XL,Pink,155.85,0,155.85,8/6/2025,1,3.5,FALSE,,LA,1200,5.5,9.1,170,76,32,3,coldsnap,new collection
FB001437,Dresses,Banana Republic,Spring,XL,Blue,48.04,0,48.04,5/1/2025,20,3.2,FALSE,,LA,1200,4.5,8.1,177,78,102,87,rain,new collection
FB001438,Tops,Forever21,Spring,XS,Navy,44.79,0,44.79,1/19/2025,7,3.6,FALSE,,Atlanta,900,2.5,5.2,151,49,70,96,rain,none
FB001439,Tops,Uniqlo,Spring,XS,Blue,76.95,0,76.95,1/12/2025,9,2.5,FALSE,,NY,300,2.5,3.4,155,46,68,97,rain,sustainability promo
FB001440,Accessories,Gap,Summer,,Gray,35.93,49.9,18,8/6/2025,26,4,FALSE,,Atlanta,900,1.2,3.9000000000000004,171,68,29,6,heatwave,discount email
FB001441,Bottoms,Banana Republic,Fall,XL,Red,49.97,0,49.97,8/6/2025,11,3.5,TRUE,Quality Issue,Chicago,800,3.8,12.399999999999999,173,79,106,46,coldsnap,none
FB001442,Outerwear,H&M,Summer,,Black,169.69,0,169.69,8/6/2025,29,1.9,FALSE,,LA,1200,7,10.6,168,67,69,117,heatwave,new collection
FB001443,Outerwear,Ann Taylor,Spring,,White,209.3,14.2,179.58,3/5/2025,29,,FALSE,,LA,1200,7,10.6,169,68,68,113,rain,sustainability promo
FB001444,Tops,Gap,Summer,XXL,Pink,110.81,0,110.81,8/6/2025,24,2.4,FALSE,,NY,300,2.5,3.4,178,93,70,104,heatwave,discount email
FB001445,Accessories,Uniqlo,Fall,,Black,61.84,0,61.84,8/6/2025,0,4.7,TRUE,Wrong Item,Atlanta,900,1.2,7.800000000000001,164,71,31,5,coldsnap,discount email
FB001446,Outerwear,Zara,Spring,S,Brown,190.03,14.9,161.72,7/24/2025,35,4.1,FALSE,,Chicago,800,7,9.4,156,49,76,122,rain,none
FB001447,Bottoms,Banana Republic,Fall,XS,Red,74.27,0,74.27,8/6/2025,6,1.3,FALSE,,NY,300,3.8,4.7,153,55,101,41,coldsnap,sustainability promo
FB001448,Outerwear,Zara,Fall,XL,Beige,163.77,30.5,113.82,8/6/2025,10,,FALSE,,Atlanta,900,7,9.7,179,78,70,121,coldsnap,sustainability promo
FB001449,Accessories,Mango,Winter,,Purple,42.28,0,42.28,8/6/2025,22,1.9,FALSE,,Atlanta,900,1.2,3.9000000000000004,170,77,35,3,cold,new collection
FB001450,Bottoms,H&M,Summer,XS,Navy,52.92,0,52.92,8/6/2025,9,,FALSE,,Chicago,800,3.8,6.199999999999999,149,59,104,47,heatwave,sustainability promo
FB001451,Accessories,Ann Taylor,Spring,,Black,40.55,6.2,38.04,9/9/2024,26,3.7,TRUE,Wrong Item,Dallas,1100,1.2,9,169,72,34,4,rain,sustainability promo
FB001452,Shoes,Mango,Summer,XXL,Black,129.76,0,129.76,8/6/2025,39,2.9,FALSE,,Chicago,800,5.5,7.9,181,90,24,11,heatwave,none
FB001453,Tops,Ann Taylor,Fall,XL,Purple,63.39,0,63.39,8/6/2025,50,2.5,FALSE,,LA,1200,2.5,6.1,179,76,65,96,coldsnap,sustainability promo
FB001454,Shoes,H&M,Fall,S,Navy,191.94,1.3,189.44,8/6/2025,39,1.2,FALSE,,Seattle,1150,5.5,8.95,166,62,29,16,coldsnap,discount email
FB001455,Accessories,Uniqlo,Spring,,Purple,63.42,0,63.42,11/12/2024,19,2.9,TRUE,Color Mismatch,Atlanta,900,1.2,7.800000000000001,166,68,38,13,rain,none
FB001456,Tops,Ann Taylor,Winter,XXL,Beige,35.26,0,35.26,8/6/2025,47,2.3,FALSE,,Chicago,800,2.5,4.9,185,90,60,100,cold,none
FB001457,Accessories,Gap,Spring,,Green,44.5,0,44.5,6/13/2025,36,3.6,FALSE,,Chicago,800,1.2,3.5999999999999996,164,67,31,6,rain,new collection
FB001458,Shoes,Zara,Spring,XS,White,186.78,43.4,105.72,10/3/2024,42,2.5,TRUE,Damaged,Chicago,800,5.5,15.8,160,53,31,9,rain,sustainability promo
FB001459,Tops,H&M,Summer,L,Black,116.71,55.4,52.05,8/6/2025,15,,FALSE,,Dallas,1100,2.5,5.800000000000001,169,74,63,98,heatwave,new collection
FB001460,Accessories,H&M,Winter,,Black,24.5,0,24.5,8/6/2025,7,,FALSE,,Seattle,1150,1.2,4.65,164,62,34,10,cold,discount email
FB001461,Accessories,Gap,Winter,,Navy,23.2,0,23.2,8/6/2025,17,2.1,FALSE,,Chicago,800,1.2,3.5999999999999996,166,73,39,14,cold,none
FB001462,Bottoms,Forever21,Winter,XL,Green,73.8,0,73.8,8/6/2025,42,,FALSE,,Chicago,800,3.8,6.199999999999999,170,71,100,39,cold,none
FB001463,Accessories,Zara,Summer,,Black,51.33,0,51.33,8/6/2025,25,1.2,FALSE,,LA,1200,1.2,4.8,163,76,39,14,heatwave,none
FB001464,Bottoms,H&M,Winter,XXL,Green,80.21,0,80.21,8/6/2025,17,,FALSE,,Chicago,800,3.8,6.199999999999999,185,92,103,35,cold,discount email
FB001465,Outerwear,Uniqlo,Fall,L,Brown,237.65,0,237.65,8/6/2025,3,3.4,FALSE,,Seattle,1150,7,10.45,176,78,71,116,coldsnap,discount email
FB001466,Bottoms,Banana Republic,Spring,S,Brown,96.35,0,96.35,12/12/2024,34,3.7,FALSE,,Atlanta,900,3.8,6.5,160,54,104,42,rain,new collection
FB001467,Bottoms,Banana Republic,Winter,XL,White,91.92,0,91.92,8/6/2025,29,,FALSE,,LA,1200,3.8,7.4,181,70,109,39,cold,new collection
FB001468,Shoes,Banana Republic,Fall,XXL,Navy,194.05,0,194.05,8/6/2025,7,1.3,FALSE,,Dallas,1100,5.5,8.8,174,83,30,10,coldsnap,new collection
FB001469,Outerwear,Gap,Summer,S,Red,166.88,0,166.88,8/6/2025,10,1.6,FALSE,,Dallas,1100,7,10.3,157,61,76,113,heatwave,sustainability promo
FB001470,Bottoms,H&M,Winter,S,Red,47.01,0,47.01,8/6/2025,17,1.6,FALSE,,Atlanta,900,3.8,6.5,164,50,108,37,cold,none
FB001471,Shoes,Banana Republic,Winter,XXL,Pink,119.91,20.3,95.57,8/6/2025,15,3.8,FALSE,,Seattle,1150,5.5,8.95,177,85,33,9,cold,none
FB001472,Accessories,H&M,Fall,,Red,73.73,54.2,33.77,8/6/2025,37,4.1,FALSE,,Seattle,1150,1.2,4.65,168,67,37,14,coldsnap,new collection
FB001473,Bottoms,Zara,Fall,L,Black,108.65,0,108.65,8/6/2025,26,2.4,FALSE,,Chicago,800,3.8,6.199999999999999,171,77,103,35,coldsnap,none
FB001474,Shoes,Mango,Summer,L,Red,186.53,0,186.53,8/6/2025,31,2.6,FALSE,,LA,1200,5.5,9.1,165,70,27,4,heatwave,new collection
FB001475,Accessories,Zara,Summer,,Red,60.34,0,60.34,8/6/2025,13,,FALSE,,NY,300,1.2,2.1,165,78,33,3,heatwave,sustainability promo
FB001476,Accessories,Mango,Winter,,Navy,61.16,0,61.16,8/6/2025,28,2.3,FALSE,,Atlanta,900,1.2,3.9000000000000004,171,77,38,13,cold,sustainability promo
FB001477,Shoes,Forever21,Winter,XL,Green,168.85,35.3,109.25,8/6/2025,10,3.3,FALSE,,Seattle,1150,5.5,8.95,173,78,27,10,cold,discount email
FB001478,Tops,Ann Taylor,Winter,L,Navy,60.08,0,60.08,8/6/2025,26,,FALSE,,LA,1200,2.5,6.1,171,69,64,102,cold,sustainability promo
FB001479,Accessories,Gap,Summer,,Brown,39.39,29.8,27.65,8/6/2025,13,4.7,FALSE,,NY,300,1.2,2.1,161,63,32,15,heatwave,new collection
FB001480,Tops,Gap,Fall,M,Pink,111.09,0,111.09,8/6/2025,24,2.2,FALSE,,Dallas,1100,2.5,5.800000000000001,163,68,69,91,coldsnap,sustainability promo
FB001481,Dresses,Banana Republic,Summer,M,Green,133.51,0,133.51,8/6/2025,5,1.7,TRUE,Quality Issue,Chicago,800,4.5,13.8,171,63,97,95,heatwave,discount email
FB001482,Dresses,Forever21,Summer,XS,Pink,158.9,43.5,89.78,8/6/2025,46,,FALSE,,Atlanta,900,4.5,7.2,151,46,103,87,heatwave,none
FB001483,Tops,Gap,Spring,XS,Brown,65.27,19,52.87,8/29/2024,48,3,FALSE,,Dallas,1100,2.5,5.800000000000001,153,47,67,97,rain,new collection
FB001484,Accessories,Zara,Fall,,Green,72.37,0,72.37,8/6/2025,24,2.9,FALSE,,NY,300,1.2,2.1,172,71,29,4,coldsnap,none
FB001485,Dresses,Banana Republic,Fall,XL,White,133.88,21.5,105.1,8/6/2025,42,3.1,FALSE,,Dallas,1100,4.5,7.800000000000001,173,75,96,93,coldsnap,discount email
FB001486,Tops,Zara,Spring,XXL,Purple,74.3,0,74.3,12/7/2024,24,4.4,FALSE,,Chicago,800,2.5,4.9,180,86,66,94,rain,discount email
FB001487,Shoes,Banana Republic,Summer,XL,Beige,192.74,47.5,101.19,8/6/2025,40,2.8,FALSE,,Atlanta,900,5.5,8.2,176,85,30,9,heatwave,discount email
FB001488,Accessories,Uniqlo,Summer,,Red,79.02,2.5,77.04,8/6/2025,16,2.8,FALSE,,Dallas,1100,1.2,4.5,171,77,29,8,heatwave,none
FB001489,Shoes,Zara,Winter,S,White,158.29,0,158.29,8/6/2025,5,1.6,FALSE,,LA,1200,5.5,9.1,162,53,26,15,cold,none
FB001490,Tops,Ann Taylor,Winter,L,White,69.33,0,69.33,8/6/2025,26,4.9,FALSE,,NY,300,2.5,3.4,173,67,65,92,cold,none
FB001491,Shoes,Gap,Winter,XS,Brown,86.89,19.5,69.95,8/6/2025,49,1.3,FALSE,,NY,300,5.5,6.4,160,50,28,7,cold,none
FB001492,Outerwear,Uniqlo,Fall,L,Green,162.75,0,162.75,8/6/2025,13,4.8,FALSE,,Seattle,1150,7,10.45,170,67,74,122,coldsnap,discount email
FB001493,Shoes,H&M,Summer,M,Blue,70.28,0,70.28,8/6/2025,27,4.7,FALSE,,NY,300,5.5,6.4,162,58,33,3,heatwave,discount email
FB001494,Bottoms,Mango,Spring,S,White,111.91,0,111.91,7/22/2025,28,1.8,FALSE,,Dallas,1100,3.8,7.1,158,48,104,44,rain,new collection
FB001495,Outerwear,Ann Taylor,Fall,S,Purple,143.76,0,143.76,8/6/2025,7,2,FALSE,,Seattle,1150,7,10.45,160,48,75,119,coldsnap,new collection
FB001496,Dresses,H&M,Summer,S,Purple,169.89,0,169.89,8/6/2025,17,1.3,FALSE,,Atlanta,900,4.5,7.2,166,59,103,91,heatwave,none
FB001497,Shoes,Zara,Winter,XL,White,72.29,0,72.29,8/6/2025,0,,FALSE,,Atlanta,900,5.5,8.2,180,72,30,14,cold,sustainability promo
FB001498,Outerwear,Forever21,Winter,XS,Purple,136.2,10.2,122.31,8/6/2025,10,3.6,FALSE,,Atlanta,900,7,9.7,159,60,67,108,cold,sustainability promo
FB001499,Tops,Forever21,Summer,S,Red,92.5,0,92.5,8/6/2025,15,2.7,FALSE,,LA,1200,2.5,6.1,158,61,62,97,heatwave,discount email
FB001500,Shoes,Banana Republic,Winter,L,Purple,89.5,0,89.5,8/6/2025,5,4.5,FALSE,,LA,1200,5.5,9.1,167,74,23,6,cold,discount email
FB001501,Outerwear,H&M,Spring,L,Beige,161.51,0,161.51,11/2/2024,22,4.7,FALSE,,Chicago,800,7,9.4,174,77,72,120,rain,discount email
FB001502,Accessories,Zara,Winter,,Brown,38.12,0,38.12,8/6/2025,18,4.4,TRUE,Damaged,Atlanta,900,1.2,7.800000000000001,161,72,32,14,cold,new collection
FB001503,Dresses,H&M,Summer,XS,Purple,100.08,0,100.08,8/6/2025,23,4.8,FALSE,,Dallas,1100,4.5,7.800000000000001,160,51,105,91,heatwave,new collection
FB001504,Dresses,Uniqlo,Fall,L,White,161.79,0,161.79,8/6/2025,44,3.9,FALSE,,NY,300,4.5,5.4,171,75,103,97,coldsnap,discount email
FB001505,Bottoms,Ann Taylor,Fall,XL,Black,46.42,0,46.42,8/6/2025,2,3.7,TRUE,Changed Mind,NY,300,3.8,9.4,178,81,109,34,coldsnap,discount email
FB001506,Shoes,Uniqlo,Spring,L,Brown,199.33,44.3,111.03,11/20/2024,19,1.8,FALSE,,Chicago,800,5.5,7.9,173,69,24,11,rain,discount email
FB001507,Bottoms,Forever21,Summer,XXL,Black,25.77,0,25.77,8/6/2025,5,3.1,FALSE,,LA,1200,3.8,7.4,181,83,103,47,heatwave,sustainability promo
